Number,ID,Fitness,Runtime,Preprocessed,Result
1,"1,003,822",0.000000,1.572846,23/36 (63.89%),"[0.95250556 0.         0.45716967 1.         1.         0.42125298
 1.         0.         0.81912541 0.         0.23582536 0.67401801
 0.         0.         1.         0.         0.         1.
 1.         0.         0.         1.         0.         0.
 1.         0.         0.         1.         0.         0.
 0.         1.         1.         0.         1.         1.        ]"
2,"1,124,444",1.000000,19.795409,7/36 (19.44%),"[0.98556901 0.         0.         1.         1.         0.
 1.         0.41217978 0.         0.         0.         0.79208917
 0.00347044 0.05628513 0.78055233 0.72229547 0.         0.85356828
 0.74499058 1.         0.         0.18731473 0.03343964 0.19300938
 0.0893127  0.00341138 0.         0.01038485 0.54898487 0.50798573
 0.83061959 0.64194688 0.00107632 0.68599447 0.         0.35603767]"
3,"1,188,236",0.000000,2.876645,10/36 (27.78%),"[0.92499659 1.         0.35651615 0.         0.54759056 0.62702779
 0.45781217 0.         1.         1.         0.44382456 0.00548723
 0.68487922 0.75762135 0.38449198 0.43090572 1.         0.77872391
 0.         0.         0.10334616 0.21576196 0.         0.40153972
 1.         1.         0.         0.89290828 0.         0.78419396
 0.         0.         0.         1.         0.         0.55749678]"
4,"1,191,192",0.000000,0.000000,36/36 (100.00%),"[1. 1. 0. 1. 1. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 0.
 1. 0. 1. 0. 1. 0. 1. 0. 1. 0. 1. 0.]"
5,"1,192,723",1.000000,19.740931,9/36 (25.00%),"[0.69565141 0.26680188 0.         1.         0.85232381 0.
 0.59367173 0.         1.         0.         0.         1.
 0.00329377 0.         1.         0.         0.02506187 0.99281307
 0.89335576 0.51098076 0.         0.14709701 0.         0.41778725
 0.07249997 0.39399464 0.27536031 0.2635516  0.11564387 0.80592762
 0.52863285 0.23721303 0.94918976 0.99281307 0.0014466  0.84320483]"
6,"1,194,297",1.000000,18.470068,16/36 (44.44%),"[0.31128367 0.         0.91634222 0.91634222 0.46983501 0.
 0.29184863 0.25480592 0.24261351 0.04675017 0.65597813 0.80066429
 0.65268457 0.03144713 0.53247794 1.         0.         0.
 0.8264928  0.         0.05915649 0.         1.         1.
 0.         0.         0.00332584 0.         0.         0.
 1.         1.         0.         0.         1.         1.        ]"
7,"1,198,412",0.000000,0.596613,19/36 (52.78%),"[0.6849313  0.44222717 0.         0.60895034 1.         0.
 1.         0.15113306 0.51455038 0.41708197 0.         1.
 0.24747275 0.         0.70105233 0.         0.         1.
 0.79119299 1.         0.         1.         1.         0.
 0.41115009 0.40723778 1.         0.         0.         1.
 0.         0.         1.         0.         0.         1.        ]"
8,"1,217,965",1.000000,20.087630,11/36 (30.56%),"[0.         1.         0.58085161 0.38387483 0.         0.40590726
 1.         0.         0.         1.         0.21019526 1.
 0.53597155 0.         0.         1.         0.         1.
 0.         1.         1.         0.         0.54460496 0.
 1.         0.         0.         1.         0.31046246 0.50932096
 1.         0.         0.40547182 0.37651857 0.48829654 0.62761046]"
9,"1,253,849",0.000000,0.329855,20/36 (55.56%),"[0.07354411 1.         0.67814301 0.         0.         0.
 0.84482958 0.08513543 0.         0.         0.         1.
 0.58916784 0.         0.         0.         0.         1.
 0.         0.93997772 0.         1.         1.         0.
 0.43498694 1.         0.3716728  0.         0.         1.
 0.13975986 0.01731747 1.         0.91158263 0.         1.        ]"
10,"1,317,605",1.000000,19.729878,8/36 (22.22%),"[0.60364373 0.         0.60233615 0.58086802 0.00389047 1.
 1.         0.10291904 0.         0.03560096 0.         1.
 0.         0.12374786 0.         0.53475943 0.67995389 0.08853634
 0.         1.         0.68943307 0.         0.02144223 0.10753425
 1.         0.39949666 0.         1.         0.         0.
 1.         0.         0.         1.         0.         0.        ]"
